link,title,location,company_name,description,post_time 
https://wuzzuf.net//jobs/p/0UcIOuzGPDdj-Network-Engineer-The-Micro-Small-Medium-Enterprise-Development-Agency-Giza-Egypt?o=306&l=sp&t=sj&a=data science|search-v3|hpb,Network Engineer,"Dokki, Giza, Egypt ","The Micro, Small & Medium Enterprise Development Agency  -",Full Time Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Cisco · Communication · Communication skills · computer · Engineering · Information technology · Information Technology (IT),2 months ago
https://wuzzuf.net//jobs/p/zqfPUpO6HzqO-Senior-UIUX-Designer-Trufla-Cairo-Egypt?o=307&l=sp&t=sj&a=data science|search-v3|hpb,Senior UI/UX Designer,"Heliopolis, Cairo, Egypt ",Trufla -,Full Time Experienced · 4+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Design · Development · Information Technology (IT) · Software · ui · UX,1 month ago
https://wuzzuf.net//jobs/p/YexW4YMgZt2L-Senior-Information-Technology-Specialist-Haier-Egypt-Cairo-Egypt?o=308&l=sp&t=sj&a=data science|search-v3|hpb,Senior Information Technology Specialist,"New Cairo, Cairo, Egypt ",Haier Egypt -,Full Time Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Communication skills · Communication · Maintenance · English · Project Management · SAP,2 months ago
https://wuzzuf.net//jobs/p/nfWpk0P0WAho-Network-Engineer-ServerHub-Cairo-Egypt?o=309&l=sp&t=sj&a=data science|search-v3|hpb,Network Engineer,"Cairo, Egypt ",ServerHub -,Full Time Experienced · 2 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · network · Information Technology (IT) · Network Infrastructure · Startup · Juniper · OSPF,1 month ago
https://wuzzuf.net//jobs/p/BelSCRVYJsvK-QC-Stability-Analyst-Al-Andalous-Pharmaceutical-Industries-Giza-Egypt?o=310&l=sp&t=sj&a=data science|search-v3|hpb,QC Stability Analyst,"6th of October, Giza, Egypt ",Al Andalous Pharmaceutical Industries -,Full Time Entry Level · 1 - 3 Yrs of Exp · males_only · Manufacturing/Production · Quality · Pharmaceutical · Pharmaceutical · Quality Control · Quality Assurance · Pharmacy · Quality · Science,1 month ago
https://wuzzuf.net//jobs/p/UQSPSA6mnm70-Chemist-Al-Ahly-Medical-Company-Cairo-Egypt?o=311&l=sp&t=sj&a=data science|search-v3|hpb,Chemist,"Mokattam, Cairo, Egypt ",Al Ahly Medical Company -,Full Time Entry Level · 1+ Yrs of Exp · males_preferred · R&D/Science · Pharmaceutical · Chemistry · Science · Healthcare · Pharmaceutical,2 months ago
https://wuzzuf.net//jobs/p/qXrIhePSpMWi-Cyber-Security-Engineer-NEXtCARE-Cairo-Egypt?o=312&l=sp&t=sj&a=data science|search-v3|hpb,Cyber Security Engineer,"New Cairo, Cairo, Egypt ",NEXtCARE -,Full Time Experienced · 2 - 4 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · Computer Science · computer · CISSP · IT · SIEM · Security · Linux,2 months ago
https://wuzzuf.net//jobs/p/c9kmGlKsCYS4-SAP-FICO-Consultant-ITGoals-Cairo-Egypt?o=313&l=sp&t=sj&a=data science|search-v3|hpb,SAP FICO Consultant,"New Cairo, Cairo, Egypt ",ITGoals -,Full Time Work From HomeExperienced · 5 - 10 Yrs of Exp · Accounting/Finance · IT/Software Development · Accounting · Information Technology (IT) · FICO · ABAP · Computer Science · Engineering · Implementation · Mm,2 months ago
https://wuzzuf.net//jobs/p/Fsw9pJRf9nUN-Senior-BI-Developer-Softec-Technologies-Cairo-Egypt?o=314&l=sp&t=sj&a=data science|search-v3|hpb,Senior BI Developer,"Maadi, Cairo, Egypt ",Softec Technologies -,Full Time Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · BI · #Software · SQL · Computer Science · OLAP · SSRS · SSAS,2 months ago
https://wuzzuf.net//jobs/p/38Qb7ZMWV0O6-Net-Team-Leader-CrossWorkers-Cairo-Egypt?o=315&l=sp&t=sj&a=data science|search-v3|hpb,.Net Team Leader,"New Cairo, Cairo, Egypt ",CrossWorkers -,Full Time Manager · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · .Net Framework · blazor · Computer Science · Development · Engineering · Information Technology (IT) · Programming,2 months ago
https://wuzzuf.net//jobs/p/nmgs8cmuhfY0-Senior-Software-Developer---C-CrossWorkers-Cairo-Egypt?o=316&l=sp&t=sj&a=data science|search-v3|hpb,Senior Software Developer - C++,"New Cairo, Cairo, Egypt ",CrossWorkers -,Full Time Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · Image Processing · OpenCV · Linux · Kotlin · iOS · Android · Computer Vision,2 months ago
https://wuzzuf.net//jobs/p/WOaHaSenvPbH-Software-Tester-Banking-Expleo-Cairo-Egypt?o=317&l=sp&t=sj&a=data science|search-v3|hpb,Software Tester | Banking,"Maadi, Cairo, Egypt ",Expleo -,Full Time Entry Level · 1 - 3 Yrs of Exp · Banking · IT/Software Development · Engineering - Telecom/Technology · Banking · English · Communication skills · quality · Information Technology (IT) · Software · Software Testing,1 month ago
https://wuzzuf.net//jobs/p/nmAqK4vHwY9K-Application-Support-Engineer-L2-Banking-Support-ITS-Cairo-Egypt?o=318&l=sp&t=sj&a=data science|search-v3|hpb,Application Support Engineer (L2 Banking Support),"Cairo, Egypt ",ITS  -,Full Time Experienced · 2 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · application · Application Support · computer · Computer Science · Customer Support · Development · Engineering,2 months ago
https://wuzzuf.net//jobs/p/ZHYfSqj6yCNP-Senior-Java-Developer-Wonder-Travel-Cairo-Egypt?o=319&l=sp&t=sj&a=data science|search-v3|hpb,Senior Java Developer,"Maadi, Cairo, Egypt ",Wonder Travel -,Full Time Experienced · 5+ Yrs of Exp · males_preferred · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Information Technology (IT) · OOP · Java · Software Engineering · Spring · Hibernate,2 months ago
https://wuzzuf.net//jobs/p/ImxMMZUFXIBk-Systems-DevOps-Engineer-Ejadtech-Giza-Egypt?o=320&l=sp&t=sj&a=data science|search-v3|hpb,Systems & DevOps Engineer,"Dokki, Giza, Egypt ",Ejadtech -,Full Time Experienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Linux · Cloud · DevOps · network · Linux Operating System · Computer Science · Computer Engineering · Engineering,1 month ago
https://wuzzuf.net//jobs/p/GdZbDBMOaB2o-SOC-L2-Engineer-ZINAD-IT-Cairo-Egypt?o=321&l=sp&t=sj&a=data science|search-v3|hpb,SOC L2 Engineer,"New Cairo, Cairo, Egypt ",ZINAD IT -,Full Time Experienced · 4 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Networking · Computer Science · information security · Network · Engineering · Computer Engineering · FTP,2 months ago
https://wuzzuf.net//jobs/p/r2aZfyr3llKx-MS-Dynamics-365-Functional-Specialist-Hala-Consulting-Giza-Egypt?o=322&l=sp&t=sj&a=data science|search-v3|hpb,MS Dynamics 365 Functional Specialist,"6th of October, Giza, Egypt ",Hala Consulting  -,Full Time Entry Level · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · ERP · Engineering · Computer Engineering · Information Technology (IT) · English,2 months ago
https://wuzzuf.net//jobs/p/frZlPb2rLp2o-IoT-Lab-Specialist---Assiut-Cultiv-Assiut-Egypt?o=323&l=sp&t=sj&a=data science|search-v3|hpb,IoT Lab Specialist - Assiut,"New Assuit, Assiut, Egypt ",Cultiv -,Full Time Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Engineering · Software Development · Java · Python · Electronics · Altium · Proteus · Eagle,2 months ago
https://wuzzuf.net//jobs/p/ZErrefIWPcUv-Full-stack-Web-Developerin-C-ASPNET-F-M-iucon-Egypt-Giza-Egypt?o=324&l=sp&t=sj&a=data science|search-v3|hpb,Full stack Web Developer/in C # / ASP.NET F/ M,"Dokki, Giza, Egypt ",iucon Egypt -,Full Time Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ASP · .Net · SQL · Oracle · ASP.Net · JavaScript · Information Technology (IT) · OOP,2 months ago
https://wuzzuf.net//jobs/p/AozERG25YzJI-Senior-Full-Stack-Developer---Net-Core-Angular-CrossWorkers-Cairo-Egypt?o=325&l=sp&t=sj&a=data science|search-v3|hpb,Senior Full Stack Developer - (.Net Core + Angular),"New Cairo, Cairo, Egypt ",CrossWorkers -,Full Time Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · CSS3 · HTML5 · JavaScript · Angular 8+ · Typescript · Bootstrap · .Net Framework,2 months ago
https://wuzzuf.net//jobs/p/njV8pXrZ6LYt-Senior-Full-Stack-Developer---Net-Core-ReactJS-CrossWorkers-Cairo-Egypt?o=326&l=sp&t=sj&a=data science|search-v3|hpb,Senior Full Stack Developer - (.Net Core & ReactJS),"New Cairo, Cairo, Egypt ",CrossWorkers -,Full Time Experienced · 4 - 6 Yrs of Exp · IT/Software Development · .net core · Microsoft .NET · JavaScript · Typescript · React js · MVC · SQL · Testing · Computer Science,2 months ago
https://wuzzuf.net//jobs/p/laE31RJL93UY-Software-Tester-Quality-Control-Engineer-Mansoura-qTech-AlQemam-Dakahlia-Egypt?o=327&l=sp&t=sj&a=data science|search-v3|hpb,Software Tester / Quality Control Engineer (Mansoura),"Mansoura, Dakahlia, Egypt ","qTech. ""AlQemam"" -",Full Time Entry Level · 1+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Assurance · Quality Control · Engineering · Quality · SQL · Zephyr · Testing,2 months ago
https://wuzzuf.net//jobs/p/z0sAoCSn62RM-System-Administrator-RDI-Giza-Egypt?o=328&l=sp&t=sj&a=data science|search-v3|hpb,System Administrator,"Dokki, Giza, Egypt ",RDI -,Full Time Experienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Network Administration · Information Technology (IT) · Networking · Linux · CCNA · CCNP · System Administration,1 month ago
https://wuzzuf.net//jobs/p/6IzMS3EK2Vql-QA-Software-Testing-Expleo-Cairo-Egypt?o=329&l=sp&t=sj&a=data science|search-v3|hpb,QA Software Testing,"Maadi, Cairo, Egypt ",Expleo -,Full Time Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · QA · Software Testing · Computer Science · Information Technology (IT),1 month ago
https://wuzzuf.net//jobs/p/x4ARWW5TiP9d-Senior-Dot-Net-Full-Stack-Developer-Giza-Egypt?o=330&l=sp&t=sj&a=data science|search-v3|hpb,Senior Dot Net Full Stack Developer,"6th of October, Giza, Egypt ",Confidential -,Full Time Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software · Computer Science · Information Technology (IT) · Agile · Angular · .Net Framework · Full Stack Development · API,2 months ago
https://wuzzuf.net//jobs/p/JGxGrTc0hoNu-Senior-Load-Performance-Test-Engineer-Expleo-Cairo-Egypt?o=331&l=sp&t=sj&a=data science|search-v3|hpb,Senior Load & Performance Test Engineer,"Maadi, Cairo, Egypt ",Expleo -,Full Time Work From HomeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · DevOps · Engineering · Performance · Testing · JMeter · Software Testing,1 month ago
https://wuzzuf.net//jobs/p/RkvOzAwZMOQD-Junior-Testing-Engineer-Wonder-Travel-Cairo-Egypt?o=332&l=sp&t=sj&a=data science|search-v3|hpb,Junior Testing Engineer,"Maadi, Cairo, Egypt ",Wonder Travel -,Full Time Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Information Technology (IT) · Software Engineering · Quality Assurance · Agile · automated testing,2 months ago
https://wuzzuf.net//jobs/p/fcEd40T5KbRF-Senior-Testing-Engineer-Wonder-Travel-Cairo-Egypt?o=333&l=sp&t=sj&a=data science|search-v3|hpb,Senior Testing Engineer,"Maadi, Cairo, Egypt ",Wonder Travel -,Full Time Experienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Information Technology (IT) · Software Engineering · Agile · Automation · Quality Assurance,2 months ago
https://wuzzuf.net//jobs/p/isB5qL9j7d4b-Senior-It-Site-Support-New-Marina-Plast-Alexandria-Egypt?o=334&l=sp&t=sj&a=data science|search-v3|hpb,Senior It Site Support,"Bourj Alarab, Alexandria, Egypt ",New Marina Plast -,Full Time Experienced · 4 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Information Technology (IT) · Computer Science · Networking · Computer Hardware · Configuration · Customer Service · Customer Support · Installation,2 months ago
https://wuzzuf.net//jobs/p/yGDN7JxrjYjs-GIS-database-Administrator-Perfect-Presentation-Giza-Egypt?o=335&l=sp&t=sj&a=data science|search-v3|hpb,GIS database Administrator,"6th of October, Giza, Egypt ",Perfect Presentation -,Full Time Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Software Development · GIS · Software Engineering · SQL,9 days ago
https://wuzzuf.net//jobs/p/TzcIdvSlSmfe-Devops-Engineer-Reach-Cairo-Egypt?o=336&l=sp&t=sj&a=data science|search-v3|hpb,Devops Engineer,"New Cairo, Cairo, Egypt ",Reach -,Part Time Work From HomeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Startup · Information Technology (IT) · Engineering · Computer Science · AWS · DevOps · Docker · RDS,2 months ago
https://wuzzuf.net//jobs/p/OU6owQGqyzDh-Senior-Regulatory-Affairs-Specialist---Pharmaceutical-Cairo-Egypt?o=337&l=sp&t=sj&a=data science|search-v3|hpb,Senior Regulatory Affairs Specialist - Pharmaceutical,"Nasr City, Cairo, Egypt ",Confidential -,Full Time Experienced · 3 - 5 Yrs of Exp · Legal · Medical/Healthcare · Pharmaceutical · Regulatory · Registeration · New Products · Pipline · CTD · eCTD · MOH,2 months ago
https://wuzzuf.net//jobs/p/W72ArEpP9Oes-IT-Technical-Support-Specialist-Misr-Elkheir-Foundation-Cairo-Egypt?o=338&l=sp&t=sj&a=data science|search-v3|hpb,IT Technical Support Specialist,"Mokattam, Cairo, Egypt ",Misr Elkheir Foundation -,Full Time Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Electronics Engineering · Technical Support · A+ · N+ · Electronics · Engineering,2 months ago
https://wuzzuf.net//jobs/p/xen5sczKZ32Y-Business-Unit-Managers-Cairo-Egypt?o=339&l=sp&t=sj&a=data science|search-v3|hpb,Business Unit Managers,"Cairo, Egypt ",Confidential -,Full Time Manager · 3 - 14 Yrs of Exp · Medical/Healthcare · Sales/Retail · Pharmaceutical · Pharmaceutical · Pharmacy · Science · Business Development · Sales · sales skills · Agile,2 months ago
https://wuzzuf.net//jobs/p/aqzh1hibu0uU-Technical-Support-Engineer-Al-Rabat-Cairo-Egypt?o=340&l=sp&t=sj&a=data science|search-v3|hpb,Technical Support Engineer,"Nasr City, Cairo, Egypt ",Al Rabat -,Full Time Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CCNA · Technical Support · Help Desk · Network · Information Technology (IT) · Computer Science · Troubleshooting,2 months ago
https://wuzzuf.net//jobs/p/UUsXWjxmFzLT-Software-Quality-Control-Engineer-Perfect-Presentation-Giza-Egypt?o=341&l=sp&t=sj&a=data science|search-v3|hpb,Software Quality Control Engineer,"6th of October, Giza, Egypt ",Perfect Presentation -,Full Time Experienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Quality Assurance · Computer Science · ISTQB · Software Testing · Testing,2 months ago
https://wuzzuf.net//jobs/p/xlPCsZZVudRK-Database-Administrator-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt?o=342&l=sp&t=sj&a=data science|search-v3|hpb,Database Administrator,"Smart Village, Giza, Egypt ",Fawry for Banking Technology and Electronic Payments S.A.E -,Full Time Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Database · Database Administration · Computer Science · SQL · Oracle · Administration · Engineering,2 months ago
https://wuzzuf.net//jobs/p/knurGyRs5REz-Quality-Engineer---Giza-SE-Wiring-Systems-EGYPT-Giza-Egypt?o=343&l=sp&t=sj&a=data science|search-v3|hpb,Quality Engineer - Giza,"6th of October, Giza, Egypt ",SE Wiring Systems EGYPT -,Full Time Entry Level · 0 - 1 Yrs of Exp · Manufacturing/Production · Quality · Engineering - Other · Engineering · quality · Quality Assurance · Quality Control · Science,2 months ago
https://wuzzuf.net//jobs/p/FrwCZqK4gY04-Full-Stack-Developer---LaravelVueJS-FinTechCommunity-Bright-Creations-Giza-Egypt?o=344&l=sp&t=sj&a=data science|search-v3|hpb,Full Stack Developer - Laravel/VueJS (FinTech/Community),"Smart Village, Giza, Egypt ",Bright Creations -,Full Time Part TimeFreelance / ProjectExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · APIs · JavaScript · Laravel · PHP · Vue.js · React.js · Front-End Development,2 months ago
