link,title,location,company_name,description,post_time 
https://wuzzuf.net//jobs/p/nNP7K5hOTI0A-Asten-College-British-School---Science-Teachers-KS2-KS3-for-August-2023-Start-Balanced-Education-Company-Cairo-Egypt?o=244&l=sp&t=sj&a=data science|search-v3|hpb,Asten College British School - Science Teachers (KS2 & KS3) for August 2023 Start,"New Cairo, Cairo, Egypt ",Balanced Education Company -,Full Time Experienced · 3 - 5 Yrs of Exp · Education/Teaching · Teaching · British Education · British School · KS2 · KS3 · Middle School · Secondary School · education · teacher,2 months ago
https://wuzzuf.net//jobs/p/XEbXMrc4g4mz-Senior-Java-Developer-FlairsTech-Cairo-Egypt?o=245&l=sp&t=sj&a=data science|search-v3|hpb,Senior Java Developer,"Maadi, Cairo, Egypt ",FlairsTech -,Full Time Experienced · 3 - 9 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Development · DevOps · Information Technology (IT) · J2EE · Java · Scrum,1 month ago
https://wuzzuf.net//jobs/p/ZiyP4yOp9qP7-Android-Developer-Orchtech-Giza-Egypt?o=246&l=sp&t=sj&a=data science|search-v3|hpb,Android Developer,"Dokki, Giza, Egypt ",Orchtech -,Full Time Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Computer Science · Android SDK · APIs · Engineering · Information Technology (IT) · JSON · Mobile Development,1 month ago
https://wuzzuf.net//jobs/p/jPzcEoVPuYca-Software-Tester-Quality-Control-Elsaba-AutoService-Cairo-Egypt?o=247&l=sp&t=sj&a=data science|search-v3|hpb,Software Tester Quality Control,"Cairo, Egypt ",Elsaba AutoService -,Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Assurance · Information Technology (IT) · Testing · SQL · Software · Software Testing · Computer Science,1 month ago
https://wuzzuf.net//jobs/p/fCh2spMNS7DI-Full-Stack-Java-Developer-Systems-Limited-Cairo-Egypt?o=248&l=sp&t=sj&a=data science|search-v3|hpb,Full Stack Java Developer,"Cairo, Egypt ",Systems Limited -,Full Time Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Java · MongoDB · MySQL · JUnit · Mockito · Jenkins · spinnaker · Docker,1 month ago
https://wuzzuf.net//jobs/p/Bg7D65GzdQWb-Technical-Specification-Engineer-TechnoBit-Group-Cairo-Egypt?o=249&l=sp&t=sj&a=data science|search-v3|hpb,Technical Specification Engineer,"Sharabeya, Cairo, Egypt ",TechnoBit Group -,Full Time Experienced · 1 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Planning · Science · Technical Support · Chemical · engineer · English · quality · Building Materials · Construction Engineering,1 month ago
https://wuzzuf.net//jobs/p/G8uWEgd9uyKR-Technical-Support-Specialist-Transmar-International-Cairo-Egypt?o=250&l=sp&t=sj&a=data science|search-v3|hpb,Technical Support Specialist,"New Cairo, Cairo, Egypt ",Transmar International  -,Full Time Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Technical Support · IT · Computer Science,1 month ago
https://wuzzuf.net//jobs/p/Ciz6jsPkjEN4-Quality-Assurance---IPC-MTBI-diagnostics-Cairo-Egypt?o=251&l=sp&t=sj&a=data science|search-v3|hpb,Quality Assurance - IPC,"Badr City, Cairo, Egypt ",MTBI-diagnostics  -,Full Time Experienced · 2 - 4 Yrs of Exp · Quality · Industrial · QA · Quality Assurance · quality · Science,1 month ago
https://wuzzuf.net//jobs/p/rPrVQzKcFmGr-Java-Team-Lead-ITS-Cairo-Egypt?o=252&l=sp&t=sj&a=data science|search-v3|hpb,Java Team Lead,"Nasr City, Cairo, Egypt ",ITS  -,Full Time Entry Level · 7 - 12 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Computer Engineering · J2EE · Java · Java Development · Hibernate · EJB · JPA,1 month ago
https://wuzzuf.net//jobs/p/JEXscT1n7Bq3-Java-Back-End-Developer-Mobilar-Cairo-Egypt?o=253&l=sp&t=sj&a=data science|search-v3|hpb,Java Back-End Developer,"Nasr City, Cairo, Egypt ",Mobilar -,Full Time Work From HomeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Testing · Arabic · English · Computer Science · Information Technology (IT) · IT · Quality Control · APIs,1 month ago
https://wuzzuf.net//jobs/p/tRK9Bf5juPgV-Senior-DevOps-Engineer-CrossWorkers-Cairo-Egypt?o=254&l=sp&t=sj&a=data science|search-v3|hpb,Senior DevOps Engineer,"New Cairo, Cairo, Egypt ",CrossWorkers -,Full Time Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Git · AWS · Jenkins · DevOps · Agile · Architecture · Computer Science · Engineering,1 month ago
https://wuzzuf.net//jobs/p/YgtnxOu609JI-IT-IFRS-GIG-Egypt-Cairo-Egypt?o=255&l=sp&t=sj&a=data science|search-v3|hpb,IT IFRS,"New Cairo, Cairo, Egypt ",GIG Egypt -,Full Time Experienced · 5+ Yrs of Exp · IT/Software Development · IFRS · Computer Science · Information Technology (IT) · SQL · Software · Engineering · Software Engineering · Computer Engineering,1 month ago
https://wuzzuf.net//internship/lAY8YEnj0YR7-HR-Organization-Development-Internship-3-Months-Andalusia-Group-Cairo-Egypt?o=256&l=sp&t=sj&a=data science|search-v3|hpb,HR Organization Development Internship (3 Months),"Maadi, Cairo, Egypt ",Andalusia Group -,Internship Entry Level · Administration · Human Resources · Medical/Healthcare · Dentistry · English · excel · HR Certificate · Human Resources (HR) · HR · MEDICINE,1 month ago
https://wuzzuf.net//jobs/p/fuj4wbPKENzI-Node-JS-Developer-Affsquare-Sharqia-Egypt?o=257&l=sp&t=sj&a=data science|search-v3|hpb,Node JS Developer,"Zagazig, Sharqia, Egypt ",AFFSQUARE -,Full Time Experienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Programming · Code Versioning · Computer Science · JavaScript · NodeJS · Software Development · developer,1 month ago
https://wuzzuf.net//jobs/p/3Nkf2amtvf7d-Web-Development-Team-leader---PHP-shop4build-Cairo-Egypt?o=258&l=sp&t=sj&a=data science|search-v3|hpb,Web Development Team leader - PHP,"Maadi, Cairo, Egypt ",shop4build -,Full Time Experienced · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · E-Commerce · PHP · MySQL · Agile · Information Technology (IT) · Computer Science · Software · CSS,1 month ago
https://wuzzuf.net//jobs/p/OKMSryvxep9p-IT-Manager-Royal-House-Language-School-Giza-Egypt?o=259&l=sp&t=sj&a=data science|search-v3|hpb,IT Manager,"Giza, Giza, Egypt ",Royal House Language School -,Full Time Manager · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · IT Operations · Information Systems · IT Infrastructure · Information technology · Project Management · Computer Engineering,1 month ago
https://wuzzuf.net//jobs/p/hlmvtYh0WjlG-RD---Formulation-Senior-Specialist-Delta-Pharma-Egypt-Cairo-Egypt?o=260&l=sp&t=sj&a=data science|search-v3|hpb,R&D - Formulation Senior Specialist,"10th of Ramadan City, Cairo, Egypt ",Delta Pharma Egypt -,Full Time Experienced · 3 - 5 Yrs of Exp · R&D/Science · Quality · Pharmaceutical · Pharmacy · Formulation · Pharmaceutical · Science · Quality Control · Quality Assurance · Pharmaceutical Sciences,1 month ago
https://wuzzuf.net//jobs/p/HY2DlJhPFMbX-Backend-Developer-RAQAMYAT-Cairo-Egypt?o=261&l=sp&t=sj&a=data science|search-v3|hpb,Backend Developer,"Maadi, Cairo, Egypt ",RAQAMYAT -,Full Time Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · HTML5 · PHP · Laravel · Software Engineering · JavaScript · jQuery · MVC,1 month ago
https://wuzzuf.net//jobs/p/ybrid6NVozfa-Software-Developer-Net-BI-Technologies-Cairo-Egypt?o=262&l=sp&t=sj&a=data science|search-v3|hpb,Software Developer (.Net),"New Cairo, Cairo, Egypt ",BI-Technologies -,Full Time Entry Level · 1 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Web Development · Dynamics · Microsoft Dynamics · AX · X++ · ASP.NET · .NET,1 month ago
https://wuzzuf.net//jobs/p/x0DSlRJTmrzm-Senior-Back-End-Software-Developer-Net-Core-BI-Technologies-Cairo-Egypt?o=263&l=sp&t=sj&a=data science|search-v3|hpb,Senior Back-End Software Developer (.Net Core),"New Cairo, Cairo, Egypt ",BI-Technologies -,Full Time Experienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Software Development · ASP.NET · SQL · javaScript · jQuery,1 month ago
https://wuzzuf.net//jobs/p/CX4TqROjplpa-Software-Quality-Control-Engineer--Hybrid-GET-Group--Egypt-Cairo-Egypt?o=264&l=sp&t=sj&a=data science|search-v3|hpb,Software Quality Control Engineer- Hybrid,"Sheraton, Cairo, Egypt ",GET Group- Egypt -,Full Time Experienced · 2+ Yrs of Exp · IT/Software Development · Quality · API Testing · Agile · Computer Science · Engineering · Quality Control · Testing · Performance · QC,1 month ago
https://wuzzuf.net//jobs/p/3gyk4NnZryuv-BI-Developer-SURE-International-Technology-Cairo-Egypt?o=265&l=sp&t=sj&a=data science|search-v3|hpb,BI Developer,"Cairo, Egypt ",SURE International Technology -,Full Time Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Microsoft Power BI · Power BI · Oracle · SQL · Data Warehouse · SSRS · SSIS · ETL,2 months ago
https://wuzzuf.net//jobs/p/q7waKj2sHl8H-Full-Stack-NET-Developer-Luftborn-Cairo-Egypt?o=266&l=sp&t=sj&a=data science|search-v3|hpb,Full Stack .NET Developer,"Heliopolis, Cairo, Egypt ",Luftborn -,Full Time Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · .Net · Full Stack Development · APIs · OOP · Angular · Azure · JavaScript,1 month ago
https://wuzzuf.net//jobs/p/7JC9zFkJ0gfp-Senior-Net-Developer-Cairo-Egypt?o=267&l=sp&t=sj&a=data science|search-v3|hpb,Senior .Net Developer,"Nasr City, Cairo, Egypt ",Confidential -,Full Time Experienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Architecture · Design · Information Technology (IT) · Ms-SQL · Programming · Software · quality,1 month ago
https://wuzzuf.net//jobs/p/t53y4JCBASWZ-ERP-Consultant---Sadat-City-Sphinx-Glass-Monufya-Egypt?o=268&l=sp&t=sj&a=data science|search-v3|hpb,ERP Consultant - Sadat City,"Alsadat City, Monufya, Egypt ",Sphinx Glass -,Full Time Experienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · ERP · Software Development · Information Technology (IT) · AX Dynamics · System Analysis · Technical Analysis · Installation,1 month ago
https://wuzzuf.net//jobs/p/Ayzj8Qaqmokz-PHP-Developer-Mishkat-Nour-Port-Said-Egypt?o=269&l=sp&t=sj&a=data science|search-v3|hpb,PHP Developer,"Port Said, Egypt ",Mishkat Nour -,Full Time Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · Computer Science · Programming · Programming Languages · Larvel · Design · Software Engineering · Software Development,1 month ago
https://wuzzuf.net//jobs/p/ONPau9dDceje-Senior-iOS-Developer-Sarmady-Giza-Egypt?o=270&l=sp&t=sj&a=data science|search-v3|hpb,Senior iOS Developer,"Mohandessin, Giza, Egypt ",Sarmady -,Full Time Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · iOS · Software Development · REST · JSON · Objective-C · Information Technology (IT) · Engineering · Swift,1 month ago
https://wuzzuf.net//jobs/p/rKayHyYA4XAD-IT-Technical-Support-Work-Will-Be-Allocated-In-Africa-Cairo-Egypt?o=271&l=sp&t=sj&a=data science|search-v3|hpb,IT Technical Support (Work Will Be Allocated In Africa),"Cairo, Egypt ",Confidential -,Full Time Experienced · 5 - 15 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Hardware · Installation · Networks · Hardware · LAN · WAN,1 month ago
https://wuzzuf.net//jobs/p/P8By8Ln9CydA-Senior-Java-Developer-Egabi-FSI-Cairo-Egypt?o=272&l=sp&t=sj&a=data science|search-v3|hpb,Senior Java Developer,"Sheraton, Cairo, Egypt ",Egabi FSI -,Full Time Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Java · Software Development · ITI · SQL · OOP · Design,1 month ago
https://wuzzuf.net//jobs/p/yQvbgRP9oGAU-ERP-Analyst-Xceed-Cairo-Egypt?o=273&l=sp&t=sj&a=data science|search-v3|hpb,ERP Analyst,"Maadi, Cairo, Egypt ",Xceed -,Full Time Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · PHP · Analysis · . Net · MS SQL · ERP · Microsoft SQL Server · .NET,1 month ago
https://wuzzuf.net//jobs/p/tD1HfvrFFkiV-Kotlin-Developer---FinTech-Bright-Creations-Giza-Egypt?o=274&l=sp&t=sj&a=data science|search-v3|hpb,Kotlin Developer - FinTech,"Smart Village, Giza, Egypt ",Bright Creations -,Full Time Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Kotlin · Java · APIs · Engineering · RESTful · RESTful APIs · Software · Software Development,1 month ago
https://wuzzuf.net//jobs/p/PjPG3k25RPfC-Senior-Presales-Software-Consultant-Khwarizm-Consulting-Cairo-Egypt?o=275&l=sp&t=sj&a=data science|search-v3|hpb,Senior Presales Software Consultant,"Downtown, Cairo, Egypt ",Khwarizm Consulting -,Full Time Experienced · 7+ Yrs of Exp · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Business Development · Computer Science · Information Technology (IT) · Presales · Software Development · IT · Sales,1 month ago
https://wuzzuf.net//jobs/p/xZhE0QIKM6WO-Senior-Java-Developer-Agile-Technologies-Cairo-Egypt?o=276&l=sp&t=sj&a=data science|search-v3|hpb,Senior Java Developer,"Cairo, Egypt ",Agile Technologies  -,Full Time Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · API · backend · Computer Science · Design · Design Patterns · Development · Information Technology (IT) · Java,1 month ago
https://wuzzuf.net//jobs/p/QyDb19ZVL83k-Power-BI-Developer-Centro-CDX-Cairo-Egypt?o=277&l=sp&t=sj&a=data science|search-v3|hpb,Power BI Developer,"Maadi, Cairo, Egypt ",Centro CDX -,Full Time Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Azure · SQL · SSIS · Power BI · BI · Information Technology (IT) · Data Warehouse,1 month ago
https://wuzzuf.net//jobs/p/PXbIg6Zbhrsi-Test-Automation-Engineer-Expleo-Cairo-Egypt?o=278&l=sp&t=sj&a=data science|search-v3|hpb,Test Automation Engineer,"Maadi, Cairo, Egypt ",Expleo -,Full Time Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Testing · Computer Science · Information Technology (IT) · Automation Testing · Software Testing · Quality,1 month ago
https://wuzzuf.net//jobs/p/UHSXRHN1KOEv-IT-E-Invoice-Specialist-Outsourced-for-integrated-solutions-Cairo-Egypt?o=279&l=sp&t=sj&a=data science|search-v3|hpb,IT & E-Invoice Specialist,"Heliopolis, Cairo, Egypt ",Outsourced for integrated solutions -,Full Time Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · E-Invoice,1 month ago
https://wuzzuf.net//jobs/p/7R917nYdmV0C-PHP-Developer-The-Translation-Gate-Cairo-Egypt?o=280&l=sp&t=sj&a=data science|search-v3|hpb,PHP Developer,"Maadi, Cairo, Egypt ",The Translation Gate -,Full Time Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Software Development · Software Engineering · Web Development · PHP · HTML,1 month ago
https://wuzzuf.net//jobs/p/A7IQSI38OlwH-PHP-Team-Coach-The-Translation-Gate-Cairo-Egypt?o=281&l=sp&t=sj&a=data science|search-v3|hpb,PHP Team Coach,"Maadi, Cairo, Egypt ",The Translation Gate -,Full Time Manager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · CodeIgniter · Computer Science · PHP · MVC · MySQL · JavaScript · Software Development · Engineering,1 month ago
https://wuzzuf.net//jobs/p/ETtwODnEFlmO-Product-Owner-specialist-ServerHub-Khartoum-Sudan?o=282&l=sp&t=sj&a=data science|search-v3|hpb,Product Owner specialist,"Khartoum, Sudan ",ServerHub -,Full Time Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Computer Science · Research · Software Development · Technology · Product · English · Agile,1 month ago
https://wuzzuf.net//jobs/p/plYjicDpjBIu-Technical-Writer-Bee-Smart-Payment-Solutions-Cairo-Egypt?o=283&l=sp&t=sj&a=data science|search-v3|hpb,Technical Writer,"Maadi, Cairo, Egypt ",Bee Smart Payment Solutions -,Full Time Entry Level · 1 - 3 Yrs of Exp · Writing/Editorial · IT/Software Development · Engineering - Telecom/Technology · Technical Writing · SDLC · Documentation · Software Development · Information Technology (IT) · XML · Software Engineering,1 month ago
https://wuzzuf.net//jobs/p/Rvc4AkhNNeY1-Senior-Oracle-Developer-Cairo-Egypt?o=284&l=sp&t=sj&a=data science|search-v3|hpb,Senior Oracle Developer,"Nasr City, Cairo, Egypt ",Confidential -,Full Time Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Testing · SQL · XML · Software Engineering · Information Technology (IT) · Oracle,1 month ago
https://wuzzuf.net//jobs/p/jSkvS8JQWMhP-Junior-BI-Developer-MegaSoft-Cairo-Egypt?o=285&l=sp&t=sj&a=data science|search-v3|hpb,Junior BI Developer,"Heliopolis, Cairo, Egypt ",MegaSoft -,Full Time Entry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SQL · Information Technology (IT) · Software Engineering · Computer Science · Software · IBM · Service Management · Reporting,1 month ago
https://wuzzuf.net//jobs/p/rI5vMfaLtrJb-Senior-Software-Tester-Bee-Smart-Payment-Solutions-Cairo-Egypt?o=286&l=sp&t=sj&a=data science|search-v3|hpb,Senior Software Tester,"Maadi, Cairo, Egypt ",Bee Smart Payment Solutions -,Full Time Experienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Automation · Agile · Quality Assurance · Software · Testing · SQL · Software Development,1 month ago
https://wuzzuf.net//jobs/p/rviBgJYlaIiD-Mobile-Team-Lead-iOSAndroid-Arabian-Systems-Cairo-Egypt?o=287&l=sp&t=sj&a=data science|search-v3|hpb,Mobile Team Lead ( iOS/Android ),"New Cairo, Cairo, Egypt ",Arabian Systems -,Full Time Manager · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Mobile · Android · iOS · Lead · Software Development · team lead · Computer Science · Swift,1 month ago
https://wuzzuf.net//jobs/p/YSx2I0T6qabs-Business-Analyst-Target-Recruitment-HR-Solutions-Cairo-Egypt?o=288&l=sp&t=sj&a=data science|search-v3|hpb,Business Analyst,"New Cairo, Cairo, Egypt ",Target Recruitment  & HR Solutions  -,Full Time Experienced · 5 - 7 Yrs of Exp · Business Development · IT/Software Development · Analyst/Research · Analysis · business · Business Analysis · analytical · Computer Science · Development · Engineering,1 month ago
https://wuzzuf.net//jobs/p/O7Zd6lesXWUt-Senior-Back-End-Developer-NET-Keys-Group-Services-Cairo-Egypt?o=289&l=sp&t=sj&a=data science|search-v3|hpb,Senior Back End Developer (.NET),"Nasr City, Cairo, Egypt ",Keys Group Services -,Full Time Experienced · 6 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Agile · ASP.Net · Computer Science · Design · Engineering · Information Technology (IT) · JavaScript,1 month ago
https://wuzzuf.net//jobs/p/RnENenXqUiwZ-Junior-Help-Desk---Support-Engineer-Infinity-Clinic-Pharma-Cairo-Egypt?o=290&l=sp&t=sj&a=data science|search-v3|hpb,Junior Help Desk - Support Engineer,"Nasr City, Cairo, Egypt ",Infinity Clinic Pharma -,Full Time Entry Level · 1 - 2 Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Maintenance · Information Technology (IT) · Help desk · technical · Computer Systems · Diagnose,1 month ago
https://wuzzuf.net//jobs/p/UQ5qosvKyvod-Android-Developer-Fawry-for-Banking-Technology-and-Electronic-Payments-S-A-E-Giza-Egypt?o=291&l=sp&t=sj&a=data science|search-v3|hpb,Android Developer,"6th of October, Giza, Egypt ",Fawry for Banking Technology and Electronic Payments S.A.E -,Full Time Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Computer Science · Android · ITI · RESTful · MVC · Git,1 month ago
https://wuzzuf.net//jobs/p/0b6fE8IQwR2E-Motion-Graphics-Designer-CNN-Business-Arabic-Cairo-Egypt?o=292&l=sp&t=sj&a=data science|search-v3|hpb,Motion Graphics Designer,"Cairo, Egypt ",CNN Business Arabic -,Full Time Experienced · 2 - 10 Yrs of Exp · Creative/Design/Art · Adobe illustrator · Design · Graphic Design · Visualizing · Adobe Photoshop · designing · Diagrams · graphics · icons,1 month ago
https://wuzzuf.net//jobs/p/PRK0XoPOgcRJ-Microsoft-Dynamics-365-Functional-Specialist-Cairo-Egypt?o=293&l=sp&t=sj&a=data science|search-v3|hpb,Microsoft Dynamics 365 Functional Specialist,"Obour City, Cairo, Egypt ",Confidential -,Full Time Entry Level · 1 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Accounting · Computer Science · Engineering · English · ERP · Information Technology (IT) · Microsoft Dynamics,1 month ago
https://wuzzuf.net//jobs/p/dTC4N6P41vMQ-Senior-Test-Automation-Engineer-Cairo-Egypt?o=294&l=sp&t=sj&a=data science|search-v3|hpb,Senior Test Automation Engineer,"New Heliopolis, Cairo, Egypt ",Confidential -,Full Time Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · Automation · Automation Testing · Computer Science · Development · Information Technology (IT) · QA,1 month ago
https://wuzzuf.net//jobs/p/jjiTv7TenNNU-Junior-Test-Automation-Engineer-Expleo-Cairo-Egypt?o=295&l=sp&t=sj&a=data science|search-v3|hpb,Junior Test Automation Engineer,"Maadi, Cairo, Egypt ",Expleo -,Full Time Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Computer Science · quality · Software Testing · Testing · Mechatronics,1 month ago
https://wuzzuf.net//jobs/p/oBhtZobnK4Bw-IT-Technical-support-Saudi-German-Hospital-Cairo-Egypt?o=296&l=sp&t=sj&a=data science|search-v3|hpb,IT Technical support,"New Nozha, Cairo, Egypt ",Saudi German Hospital  -,Full Time Experienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · computer · Software · Maintenance · Information Technology (IT) · Technical Support,1 month ago
https://wuzzuf.net//jobs/p/LGPRyu4Xf79h-Senior-System-Administrator-Somabay-Red-Sea-Egypt?o=297&l=sp&t=sj&a=data science|search-v3|hpb,Senior System Administrator,"Hurghada, Red Sea, Egypt ",Somabay -,Full Time Experienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · System Administration · Computer Engineering · Office 365 · Active Directory · Microsoft Exchange,1 month ago
https://wuzzuf.net//jobs/p/3YiUpUzV0wW5-System-Network-Administrator-Mansoura-qTech-AlQemam-Dakahlia-Egypt?o=298&l=sp&t=sj&a=data science|search-v3|hpb,System & Network Administrator (Mansoura),"Mansoura, Dakahlia, Egypt ","qTech. ""AlQemam"" -",Full Time Experienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · System Administration · Communication skills · Engineering · English · Skills,1 month ago
https://wuzzuf.net//jobs/p/Yhs0o8uyNrBx-Oracle-Database-Developer-Ejada-Cairo-Cairo-Egypt?o=299&l=sp&t=sj&a=data science|search-v3|hpb,Oracle Database Developer,"Cairo, Egypt ",Ejada  -,Full Time Experienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Oracle · PostgreSQL · CI/CD · Database · Database Design · Design · Integration · Computer Science,1 month ago
https://wuzzuf.net//jobs/p/6A2fSKSkVR3D-Senior-UIUX-Designer-Ego-Riyadh-Saudi-Arabia?o=300&l=sp&t=sj&a=data science|search-v3|hpb,Senior UI/UX Designer,"Riyadh, Saudi Arabia ",Ego -,Full Time Experienced · 4 - 8 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Design · UI · UX Design · UX · UI/UX · Adobe XD · Wireframes,1 month ago
https://wuzzuf.net//jobs/p/DDGnsOcBO5a5-Technical-Support-Dafa-Giza-Egypt?o=301&l=sp&t=sj&a=data science|search-v3|hpb,Technical Support,"Haram, Giza, Egypt ",Dafa -,Full Time Experienced · 3 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Administration · Information Technology (IT) · IT · Networks · Management · System Administration,1 month ago
https://wuzzuf.net//jobs/p/XM9PuvzFOJSX-Software-Team-Leader-–-PHP-CrossWorkers-Cairo-Egypt?o=302&l=sp&t=sj&a=data science|search-v3|hpb,Software Team Leader – PHP,"New Cairo, Cairo, Egypt ",CrossWorkers -,Full Time Manager · 6+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · PHP · MySQL · HTML · MVC · Design Patterns · HTML5 · CSS · Laravel,1 month ago
https://wuzzuf.net//jobs/p/dYj6zZ77FZP6-IT-Infrastructure-Operations-Manager-Oriental-Weavers-Sharqia-Egypt?o=303&l=sp&t=sj&a=data science|search-v3|hpb,IT Infrastructure Operations Manager,"10th of Ramadan City, Sharqia, Egypt ",Oriental Weavers -,Full Time Manager · 12 - 15 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Infrastructure · Communication · Networks · Information Technology (IT) · IT Infrastructure · Computer Science · ITIL,1 month ago
https://wuzzuf.net//jobs/p/f0vWDF0ZN3ie-IT-Technical-support-Specialist-Bayan-tech-Giza-Egypt?o=304&l=sp&t=sj&a=data science|search-v3|hpb,IT Technical support Specialist,"Mohandessin, Giza, Egypt ",Bayan-tech -,Full Time Entry Level · 0 - 1 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Help desk · Information Technology (IT) · Computer Science · Hardware Maintenance · Customer Support,1 month ago
https://wuzzuf.net//jobs/p/RkhQE3GX1Tn9-Senior-SharePoint-Admin-FlairsTech-Cairo-Egypt?o=305&l=sp&t=sj&a=data science|search-v3|hpb,Senior SharePoint Admin,"Cairo, Egypt ",FlairsTech -,Full Time Experienced · 4 - 7 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · BI · Cloud · Communication skills · Computer Science · Information Technology (IT) · Management · Office 365,2 months ago
